CXD-ROUTER-V1.0.0.csv,,,,,,,,,,,,,,,
,,,,,, ,,,,,,,,,
,,,,,,,,,,,,,,,
Uploaded data,,,,,,,,,,,,,,,
LCSC#,Mrf#,Description,Package,Value,Quantity,Mfr.,Order Qty.,Unit Price(USD),Ext.Price(USD),Package,Min,Mult,SPQ,Description,Product Link
C54831,0402WGF1402TCE,12K +-1% 0402,0402WGF1402TCE,,1,UNI-ROYAL,100,0.0039,0.39,0402,100,100,10000,14k? ±1% 62.5mW 0402 Thick Film Resistor,https://www.lcsc.com/product-detail/C54831.html
C137947,RC0402FR-0768KL,68K 0402 1%,RC0402FR-0768KL,,1,YAGEO,100,0.0046,0.46,0402,100,100,10000,68k? 62.5mW 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C137947.html
C130276,RC0402FR-0733K2L,33.2K 0402,RC0402FR-0733K2L,,1,YAGEO,100,0.0014,0.14,0402,100,100,10000,62.5mW 33.2k? 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C130276.html
C114760,RC0402FR-0712KL,12K 0402 1%,RC0402FR-0712KL,,1,YAGEO,100,0.0053,0.53,0402,100,100,10000,12k? 62.5mW 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C114760.html
C137987,RC0402FR-073KL,3K 0402,RC0402FR-073KL,,1,YAGEO,100,0.0052,0.52,0402,100,100,10000,62.5mW 3k? 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C137987.html
C93940,RC0402FR-076K8L,6.8K 0402,RC0402FR-076K8L,,1,YAGEO,100,0.0054,0.54,0402,100,100,10000,62.5mW 6.8k? 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C93940.html
C2100703,AF0402FR-07511KL,511K 0402 1%,AF0402FR-07511KL,,1,YAGEO,100,0.0047,0.47,0402,100,100,10000,511k? 62.5mW 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C2100703.html
C2984407,ARG02BTC1053,105K 0402 0.1%,ARG02BTC1053,,1,Viking,50,0.0197,0.99,0402,50,50,10000,105k? ±0.1% 62.5mW 0402 Thin Film Resistor,https://www.lcsc.com/product-detail/C2984407.html
C155745,RC0201FR-07240RL,240R 1% 0201,RC0201FR-07240RL,,1,YAGEO,100,0.0023,0.23,0201,100,100,10000,50mW 240? 25V Thick Film Resistor ±1% ±200ppm/? 0201 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C155745.html
C93942,RC0402FR-0720KL,20K 0402 1%,RC0402FR-0720KL,,1,YAGEO,100,0.0032,0.32,0402,100,100,10000,20k? 62.5mW 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C93942.html
C114760,RC0402FR-0712KL,12K 0402,RC0402FR-0712KL,,1,YAGEO,100,0.0053,0.53,0402,100,100,10000,12k? 62.5mW 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C114760.html
C138139,RC0201FR-0747KL,47K 0402,RC0201FR-0747KL,,1,YAGEO,100,0.0030,0.30,0201,100,100,10000,50mW 47k? 25V Thick Film Resistor ±1% ±200ppm/? 0201 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C138139.html
C2974012,FRC0402F1693TS,169K 0402,FRC0402F1693TS,,1,FOJAN,100,0.0018,0.18,0402,100,100,10000,169k? ±1% 62.5mW 0402 Thick Film Resistor,https://www.lcsc.com/product-detail/C2974012.html
C861351,RT0603BRD0736K1L,36.1k 0603,RT0603BRD0736K1L,,1,YAGEO,20,0.0319,0.64,0603,20,20,5000,36.1k? 100mW 75V Thin Film Resistor ±25ppm/? ±0.1% 0603 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C861351.html
C138163,RC0201FR-07200KL,200K 1%,RC0201FR-07200KL,,1,YAGEO,100,0.0035,0.35,0201,100,100,10000,50mW 200k? 25V Thick Film Resistor ±1% ±200ppm/? 0201 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C138163.html
C138010,RC0402FR-07300RL,300? 1% 0402,RC0402FR-07300RL,,1,YAGEO,100,0.0051,0.51,0402,100,100,10000,62.5mW 300? 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C138010.html
C138033,RC0402FR-071ML,1M? 1% 0402,RC0402FR-071ML,,1,YAGEO,100,0.0055,0.55,0402,100,100,10000,62.5mW 1M? 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C138033.html
C114761,RC0402FR-0715KL,15K 0402 1%,RC0402FR-0715KL,,1,YAGEO,100,0.0037,0.37,0402,100,100,10000,15k? 62.5mW 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C114761.html
C145071,RC0402FR-072K49L,2.49K 0402 %,RC0402FR-072K49L,,1,YAGEO,100,0.0014,0.14,0402,100,100,10000,2.49k? ±1% 62.5mW 0402 Thick Film Resistor,https://www.lcsc.com/product-detail/C145071.html
C93942,RC0402FR-0720KL,20K 1% 0402,RC0402FR-0720KL,,1,YAGEO,100,0.0032,0.32,0402,100,100,10000,20k? 62.5mW 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C93942.html
C852795,RT0402BRD0745K3L,45.3K 50V 0402 1%,RT0402BRD0745K3L,,1,YAGEO,50,0.0259,1.30,0402,50,50,10000,45.3k? 63mW 50V Thin Film Resistor ±25ppm/? ±0.1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C852795.html
C60490,RC0402FR-0710KL,10K 50V 1% 0402,RC0402FR-0710KL,,1,YAGEO,100,0.0059,0.59,0402,100,100,10000,62.5mW 10k? 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C60490.html
C850915,AT0402BRD0726K1L,26.1K,AT0402BRD0726K1L,,1,YAGEO,10,0.0666,0.67,0402,10,10,10000,26.1k? ±0.1% 62.5mW 0402 Thin Film Resistor AEC-Q200,https://www.lcsc.com/product-detail/C850915.html
C852656,RT0402BRD0723K7L,23.7K 0402,RT0402BRD0723K7L,,1,YAGEO,50,0.0258,1.29,0402,50,50,10000,62.5mW 23.7k? 50V Thin Film Resistor ±25ppm/? ±0.1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C852656.html
C130276,RC0402FR-0733K2L,33.2K 1% 0402,RC0402FR-0733K2L,,1,YAGEO,100,0.0014,0.14,0402,100,100,10000,62.5mW 33.2k? 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C130276.html
C93945,RC0402FR-07120KL,120K 0402,RC0402FR-07120KL,,1,YAGEO,100,0.0055,0.55,0402,100,100,10000,62.5mW 120k? 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C93945.html
C60491,RC0402FR-07100KL,100K 50V 0402,RC0402FR-07100KL,,1,YAGEO,100,0.0062,0.62,0402,100,100,10000,100k? 62.5mW 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C60491.html
C93945,RC0402FR-07120KL,120K 50V 0402,RC0402FR-07120KL,,1,YAGEO,100,0.0055,0.55,0402,100,100,10000,62.5mW 120k? 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C93945.html
C93929,RC0402JR-0722RL,22R 0402,RC0402JR-0722RL,,1,YAGEO,100,0.0011,0.11,0402,100,100,10000,22? 62.5mW 50V Thick Film Resistor ±100ppm/? ±5% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C93929.html
C138139,RC0201FR-0747KL,47K 0201,RC0201FR-0747KL,,1,YAGEO,100,0.0030,0.30,0201,100,100,10000,50mW 47k? 25V Thick Film Resistor ±1% ±200ppm/? 0201 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C138139.html
C276273,RC0402FR-07510RL,510R 1% 0402,RC0402FR-07510RL,,1,YAGEO,100,0.0056,0.56,0402,100,100,10000,62.5mW 510? 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C276273.html
C7588889,MTC201208-R47MT,0.47uH,MTC201208-R47MT,,6,Ceaiya,10,0.0623,0.62,0805,10,10,3000,3.8A 470nH ±20% 4.8A 37m? Molded Inductor 0805 Fixed Inductors RoHS,https://www.lcsc.com/product-detail/C7588889.html
C47327420,APS252012MR22F,0.22uH,APS252012MR22F,,4,Coilank,20,0.0275,0.55,1008,20,20,3000,8.6A 220nH ±20% 14m? 10A 1008 Fixed Inductors RoHS,https://www.lcsc.com/product-detail/C47327420.html
C5832378,FTC322512SR22MBCA,0.22uF,FTC322512SR22MBCA,,3,cjiang,5,0.2317,1.16,1210,5,5,3000,9.2A 220nH ±20% 6.6m? 11.5A 1210 Fixed Inductors RoHS,https://www.lcsc.com/product-detail/C5832378.html
C39676082,FTC404030S3R3MGCA,FTC404030S3R3MGCA,FTC404030S3R3MGCA,,2,cjiang,5,0.2586,1.29,"SMD,4.1x4.1mm",5,5,2000,"5.3A 3.3uH ±20% 8.5A 35m? SMD,4.1x4.1mm Fixed Inductors RoHS",https://www.lcsc.com/product-detail/C39676082.html
C88984,BLM18PG330SN1D,33? 100MHz 0603 3A,BLM18PG330SN1D,,1,muRata,50,0.0250,1.25,0603,50,50,4000,33?@100MHz 1 Line Ferrite Bead 0603 3A 25m?,https://www.lcsc.com/product-detail/C88984.html
C7423318,FTC303020D2R2MBCA,2.2uH,FTC303020D2R2MBCA,,1,cjiang,5,0.4068,2.03,"SMD,3x3mm",5,5,3000,"4.7A 2.2uH ±20% 6A 37m? SMD,3x3mm Fixed Inductors RoHS",https://www.lcsc.com/product-detail/C7423318.html
C85831,BLM18KG121TN1D,BLM18KG121TN1D,BLM18KG121TN1D,,1,muRata,50,0.0233,1.17,0603,50,50,4000,120?@100MHz 1 Line Ferrite Bead 0603 3A 30m?,https://www.lcsc.com/product-detail/C85831.html
C239773,ESD5341N-2/TR,ESD5341N-2_TR,ESD5341N-2_TR,,2,WILLSEMI,20,0.0382,0.76,DFN1006-2L,20,20,10000,15VC Clamp 4A@8/20us Ipp TVS DIODE DFN1006-2L,https://www.lcsc.com/product-detail/C239773.html
C153722,ESD5304D-10/TR,ESD5304D-10_TR,ESD5304D-10_TR,,2,WILLSEMI,10,0.0725,0.73,DFN2510-10L,10,10,3000,12VC Clamp 4A@8/20us Ipp TVS DIODE DFN2510-10L,https://www.lcsc.com/product-detail/C153722.html
C916992,B5819WS,B5819WS,B5819WS_C916992,,2,JSMSEMI,50,0.0141,0.71,SOD-323,50,50,3000,Diode Independent 40V 1A Surface Mount SOD-323,https://www.lcsc.com/product-detail/C916992.html
C239604,ESD5451N-2/TR,ESD5451N-2_TR,ESD5451N-2_TR,,2,WILLSEMI,50,0.0145,0.73,DFN1006-2L,50,50,10000,10VC Clamp 8A@8/20us Ipp TVS DIODE DFN1006-2L,https://www.lcsc.com/product-detail/C239604.html
C916992,B5819WS,B5819WS_C916992,B5819WS_C916992,,2,JSMSEMI,50,0.0141,0.71,SOD-323,50,50,3000,Diode Independent 40V 1A Surface Mount SOD-323,https://www.lcsc.com/product-detail/C916992.html
C3020456,GRM188R60J226KEA0D,22uF 6.3V 0603,GRM188R60J226KEA0D,,21,muRata,40,0.0488,1.95,0603,20,20,4000,22uF ±10% 6.3V Ceramic Capacitor X5R 0603,https://www.lcsc.com/product-detail/C3020456.html
C5156489,RK860-2,RK860-2,RK860-2,,2,Rockchip,2,1.0102,2.02,WLCSP-20,1,1,5000,Buck Switching Regulator IC 0.5V~1.5V 1 Output 7A WLCSP-20,https://www.lcsc.com/product-detail/C5156489.html
C116592,TPS563201DDCR,TPS563201DDCR,TPS563201DDCR,,2,TI,10,0.0740,0.74,SOT-23-THIN-6,10,10,3000,580kHz Step-down type Adjustable 768mV~7V 3A SOT-23-THIN-6 Voltage Regulators - DC DC Switching Regulators RoHS,https://www.lcsc.com/product-detail/C116592.html
C5378561,FEXL0730A-3R3M,FEXL0730A-3R3M,FEXL0730A-3R3M,,2,cjiang,2,1.6625,3.33,"SMD,7.8x7.6mm",1,1,1500,"10A 3.3uH ±20% 15A 18m? SMD,7.8x7.6mm Fixed Inductors RoHS",https://www.lcsc.com/product-detail/C5378561.html
-,,RK3588,BGA1088C65P34X34_2300X2300X204N,,1,Rockchip,1,-,-,BGA-1088,1,1,60,BGA-1088 Microcontrollers RoHS,https://www.lcsc.com/product-detail/C5156490.html
C783414,RS0102YH8,RS0102YH8,RS0102YH8,,1,RUNIC,5,0.3125,1.56,SOT-23-8,5,5,3000,"24Mbps 1 2 SOT-23-8 Translators, Level Shifters RoHS",https://www.lcsc.com/product-detail/C783414.html
C2878936,TPS259804ONRGER,TPS259804ONRGER,TPS259804ONRGER,,1,TI,1,2.6352,2.64,VQFN-24-EP(4x4),1,1,3000,Surge Protection IC 2.7V~24V Surface Mount VQFN-24-EP(4x4),https://www.lcsc.com/product-detail/C2878936.html
C3013605,RTL8125BG-CG,RTL8125BG-CG,RTL8125BG-CG,,1,REALTEK,1,4.6371,4.64,QFN-48-EP(6x6),1,1,490,"QFN-48-EP(6x6) Drivers, Receivers, Transceivers RoHS",https://www.lcsc.com/product-detail/C3013605.html
C7471904,,HUSB238_xxxDD,WDFN-10-1EP_3x3mm_P0.5mm_EP1.8x2.5mm,,1,-,1,-,-,-,1,1,,,https://www.lcsc.com/product-detail/C7471904.html
C2803245,KLMBG2JETD-B041,KLMBG2JETD-B041,KLMBG2JETD-B041,,1,SAMSUNG,1,48.1814,48.18,FBGA-153,1,1,112,32GB eMMC 5.1 FBGA-153 Memory RoHS,https://www.lcsc.com/product-detail/C2803245.html
C2912103,H9HCNNN8KUMLHR-NME,H9HCNNN8KUMLHR-NME,H9HCNNN8KUMLHR-NME,,1,HYNIX,1,24.8291,24.83,BGA-200(10x15),1,1,240,8Gbit 3.733GHz LPDDR4 SDRAM BGA-200(10x15) Memory RoHS,https://www.lcsc.com/product-detail/C2912103.html
C841386,TPS56637RPAR,TPS56637RPAR,TPS56637RPAR,,1,TI,1,2.5308,2.53,VQFN-10-HR(3x3),1,1,3000,Buck Switching Regulator IC Adjustable 0.6V~13V 1 Output 6A VQFN-10-HR(3x3),https://www.lcsc.com/product-detail/C841386.html
C55266,TPS2553DBVR,TPS2553DBVR,TPS2553DBVR,,1,TI,5,0.3927,1.96,SOT-23-6,5,5,3000,"1 Active High 1.5A High Side Switch SOT-23-6 Power Distribution Switches, Load Drivers RoHS",https://www.lcsc.com/product-detail/C55266.html
-,RK806-1,RK806-1,QFN35P700X700X90-69N,,1,Rockchip,1,4.4364,4.44,QFN-68(7x7),1,1,1000,0.5V~3.4V QFN-68(7x7) Power Management - Specialized RoHS,https://www.lcsc.com/product-detail/C5156483.html
C512369,RCLAMP0512TQTCT,RCLAMP0512TQTCT,RCLAMP0512TQTCT,,1,SEMTECH,1,0.4533,0.45,"SMD-3P,1x0.6mm",1,1,3000,8.5VC Clamp ESD DIODE 0402,https://www.lcsc.com/product-detail/C512369.html
C852832,RT0402BRD0752K3L,52.3K 0402,RT0402BRD0752K3L,,1,YAGEO,50,0.0259,1.30,0402,50,50,10000,62.5mW 52.3k? 50V Thin Film Resistor ±25ppm/? ±0.1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C852832.html
C22392669,TPS56A37RPAR,TPS56A37RPAR,TPS56A37RPAR,,1,TI,1,2.0278,2.03,VQFN-HR-10(3x3),1,1,3000,Buck Switching Regulator IC Adjustable 0.6V~13V 1 Output 10A VQFN-HR-10(3x3),https://www.lcsc.com/product-detail/C22392669.html
C699888,SGM2576YN5G/TR,SGM2576YN5G_TR,SGM2576YN5G_TR,,1,SGMICRO,1,0.4069,0.41,SOT-23-5,1,1,3000,"1 2.5A Active High Load Switch SOT-23-5 Power Distribution Switches, Load Drivers RoHS",https://www.lcsc.com/product-detail/C699888.html
C78988,SY8089AAAC,SY8089AAAC,SY8089AAAC,,1,Silergy,5,0.1510,0.76,SOT-23-5,5,5,3000,1MHz Step-down type Adjustable 2A SOT-23-5 Voltage Regulators - DC DC Switching Regulators RoHS,https://www.lcsc.com/product-detail/C78988.html
C5156487,RK860-3,RK860-3,RK860-3,,1,Rockchip,1,0.9138,0.91,WLCSP-20,1,1,5000,Buck Switching Regulator IC Adjustable 0.5V~1.5V 1 Output 7A WLCSP-20,https://www.lcsc.com/product-detail/C5156487.html
C155754,HYM8563S,HYM8563S,HYM8563S,,1,Haoyu Microelectronics,0,-,-,MSOP-8,1,1,3000,Built-in Yes MSOP-8 Real Time Clocks RoHS,https://www.lcsc.com/product-detail/C155754.html
C5362614,W25Q256JWPIQ,W25Q256JWPIQ,W25Q256JWPIQ,,1,Winbond,1,7.3170,7.32,WSON-8(5x6),1,1,5000,FLASH - NOR Memory IC 256Mbit SPI 133MHz WSON-8(5x6),https://www.lcsc.com/product-detail/C5362614.html
C2965580,XL7EL89CKI-111YLC-24M,XL7EL89CKI-111YLC-24M,XL7EL89CKI-111YLC-24M,,1,YXC Crystal Oscillators,5,0.0817,0.41,SMD2016-4P,5,5,3000,Crystal 24MHz ±10ppm 8pF SMD2016-4P,https://www.lcsc.com/product-detail/C2965580.html
C97606,SC-32S32.768kHz20PPM12.5pF,32.768kHz 12.5pF,SC-32S32_768kHz20PPM12_5pF,,1,Seiko,5,0.2206,1.10,SMD3215-2P,5,5,3000,Crystal 32.768kHz ±20ppm 12.5pF SMD3215-2P,https://www.lcsc.com/product-detail/C97606.html
C5444544,XL2EL89COI-111YLC-25M,XL2EL89COI-111YLC-25M,XL2EL89COI-111YLC-25M,,1,YXC Crystal Oscillators,5,0.0743,0.37,SMD3225-4P,5,5,3000,Crystal 25MHz ±10ppm 12pF SMD3225-4P,https://www.lcsc.com/product-detail/C5444544.html
C393942,TS24CA,TS24CA,TS24CA,,5,SHOU HAN,20,0.0240,0.48,"SMD,4.6x1.8mm",20,20,3000,"Tactile Switch SPST 3.5mm 4.55mm x 1.8mm Surface Mount, Right Angle",https://www.lcsc.com/product-detail/C393942.html
C158014,B2B-XH-2(LF)(SN),B2B-XH-2_LF_SN,B2B-XH-2_LF_SN,,1,JST,5,0.0876,0.44,"Through Hole,P=2.5mm",5,5,1000,Connector Header 2 position 2.5mm Pitch 3A Through Hole -25?~+85?,https://www.lcsc.com/product-detail/C158014.html
C2977809,2199230-4,2199230-4_C2977809,2199230-4_C2977809,,1,TE Connectivity,1,1.9969,2.00,"SMD,P=0.5mm,Surface Mount,Right Angle",1,1,1000,"67 Position 0.5mm Pitch Gold Surface Mount, Right Angle",https://www.lcsc.com/product-detail/C2977809.html
C7425334,HDMI-GD-121PWB,HDMI-GD-121PWB,HDMI-GD-121PWB,,1,HDGC,1,0.6957,0.70,Through Hole,1,1,1000,"HDMI-D Receptacle Connector 19 Position Through Hole, Right Angle",https://www.lcsc.com/product-detail/C7425334.html
C167139,WPM3407-3/TR,WPM3407-3_TR,WPM3407-3_TR,,1,WILLSEMI,5,0.1281,0.64,SOT-23,5,5,3000,P-Channel 30V 4.4A 1.4W Surface Mount SOT-23,https://www.lcsc.com/product-detail/C167139.html
C113315,2SK3018T106,2SK3018T106,2SK3018T106,,1,ROHM,10,0.0569,0.57,SOT-323,10,10,3000,N-Channel 30V 100mA 200mW Surface Mount SOT-323,https://www.lcsc.com/product-detail/C113315.html
C18221467,S8050-J3Y,S8050-J3Y,S8050-J3Y_C18221467,,1,JSMSEMI,50,0.0095,0.48,SOT-23,50,50,3000,Bipolar (BJT) Transistor NPN 25V 300mA 150MHz 300mW Surface Mount SOT-23,https://www.lcsc.com/product-detail/C18221467.html
C18221467,S8050-J3Y,S8050-J3Y_C18221467,S8050-J3Y_C18221467,,1,JSMSEMI,50,0.0095,0.48,SOT-23,50,50,3000,Bipolar (BJT) Transistor NPN 25V 300mA 150MHz 300mW Surface Mount SOT-23,https://www.lcsc.com/product-detail/C18221467.html
C16072,AO4407A,AO4407A,AO4407A,,1,AOS,5,0.2726,1.36,SOIC-8,5,5,3000,P-Channel 30V 12A 3.1W Surface Mount SOIC-8,https://www.lcsc.com/product-detail/C16072.html
C5342434,HC-TYPE-C-16P-FL6.65Q-5A-06,HC-TYPE-C-16P-FL6_65Q-5A-06,HC-TYPE-C-16P-FL6_65Q-5A-06,,1,HCTL,1,0.7683,0.77,Through Hole,1,1,350,"USB-C (USB TYPE-C) Receptacle Connector 16 Position Vertical, Flag",https://www.lcsc.com/product-detail/C5342434.html
C129018,TYPE-C-31-M-04,TYPE-C-31-M-04,TYPE-C-31-M-04,,1,Korean Hroparts Elec,1,0.6420,0.64,SMD,1,1,1000,USB-C (USB TYPE-C) Receptacle Connector 24 Position Through Hole,https://www.lcsc.com/product-detail/C129018.html
-,,JT4-1108HL,PULSE_JT4-1108HL,,1,PULSE,1,4.4352,4.44,"Through Hole,Right Angle",1,1,50,"Jack Modular Connector RJ45 Through Hole, Right Angle Shielded",https://www.lcsc.com/product-detail/C455440.html
